605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1398,1
1399,2
1400,2
1401,2
1402,2
1403,2
1404,2
1405,2
1406,2
1407,2
1408,1
1688,1
1689,1
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1881,1
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
2030,1
2031,1
2159,1
2160,1
2493,1
2494,1
2635,1
2636,1
2637,1
2638,1
2639,1
2640,1
2641,1
2642,1
2643,1
2644,1
2645,2
2646,2
2647,2
2648,1
2649,1
2650,1
2903,1
2904,1
2905,1
2906,1
2907,2
2908,3
2909,3
2910,3
2911,3
2912,3
2913,2
2914,1
2915,1
2916,1
2917,1
2918,1
2919,1
3455,1
3456,1
3457,1
3458,1
3694,1
3695,1
3697,1
3698,1
3699,1
3700,1
3800,1
3869,1
3870,1
3871,1
4000,1
4001,1
4002,1
4003,1
4049,1
4050,1
4051,1
4052,1
4053,1
4054,1
4055,1
4056,1
4057,1
4107,1
4108,1
4109,1
4110,1
4111,1
4112,1
4113,1
4114,1
4115,1
4379,1
4380,3
4381,2
4382,2
4383,2
4384,2
4385,2
4386,2
4387,1
4388,1
4389,1
4426,1
4427,2
4428,2
4429,2
4430,2
4431,2
4432,2
4433,2
4434,2
4435,3
4436,2
4438,1
4445,1
4446,1
4447,1
4448,1
4449,1
4769,1
4770,1
4813,1
4814,1
4851,1
4852,1
4858,1
4859,2
4860,2
4861,2
4862,2
4863,1
4864,1
4865,1
5093,1
5094,1
5095,1
5096,1
5097,1
5098,1
5099,1
5100,1
5357,2
5358,2
5359,2
5360,2
5361,2
5362,2
5363,2
5364,2
5365,1
5366,1
5582,1
5583,2
5584,2
5585,2
5586,2
5587,1
5588,1
5589,1
5590,1
5936,1
5937,1
5938,1
5995,1
5996,1
5997,1
5998,1
5999,1
6006,1
6007,1
6068,3
6069,2
6070,2
6071,2
6072,2
6073,2
6074,2
6075,2
6076,2
6077,2
6078,2
6079,2
6080,1
6081,1
6082,1
6083,1
6084,1
6190,1
6191,1
6192,1
6412,1
6637,1
6638,1
6639,1
6640,1
6641,2
6642,3
6643,3
6644,3
6645,4
6646,4
6647,4
6648,2
6649,2
6650,1
6651,1
6652,1
6653,1
6717,1
6718,1
6719,1
7137,1
7508,1
7509,1
7574,1
7575,1
7738,1
7781,1
7782,1
7783,1
7784,1
7785,1
7786,1
8131,1
8132,1
8133,1
8134,1
8135,2
8136,3
8137,3
8138,3
8139,3
8140,2
8141,2
8142,1
8143,1
8144,1
8145,1
8146,1
8493,1
8494,1
8651,1
8652,1
8653,1
8827,1
8828,1
8829,1
8830,1
8905,1
8906,1
8907,1
8908,2
8909,2
8910,1
8911,1
8912,1
8913,1
8914,1
8915,1
9152,1
9158,1
9159,1
9160,1
9161,1
9162,1
9220,2
9221,2
9222,2
9223,2
9224,1
9225,1
9226,2
9227,2
9228,2
9229,2
9230,2
9231,2
9232,2
9233,2
9234,2
9235,3
9236,4
9372,1
9374,1
9375,2
9376,1
9377,1
9378,1
9395,1
9396,1
9397,1
9398,1
9399,1
9400,1
9405,1
10231,1
10232,1
10233,1
10234,1
10235,1
10236,1
10237,1
10238,1
10239,1
10240,1
10241,1
10242,1
10261,2
10262,2
10263,1
10264,1
10265,1
10266,2
10267,2
10268,2
10269,2
10270,4
10271,3
10272,2
10273,2
10274,2
10275,2
10276,1
10277,1
10469,2
10470,1
10471,2
10472,2
10473,1
10474,1
10475,1
10476,1
10477,1
10478,1
10479,2
10480,1
10481,1
10999,1
11000,1
12006,1
12007,1
12008,1
12009,1
12010,1
12266,1
12267,1
12268,1
12321,1
12322,1
12323,1
12324,1
12325,1
12326,2
12327,2
12328,2
12329,2
12330,1
12331,1
12332,1
12335,3
12336,3
12337,3
12338,1
12339,1
12340,1
12341,1
12342,2
12343,1
12344,1
12345,1
12346,1
12347,1
12348,1
12349,1
12350,1
12351,1
12568,1
12569,1
12570,1
12571,1
12572,1
12673,1
12674,1
12677,1
12682,1
12683,1
12684,1
12685,1
12686,1
12687,1
12688,1
12689,1
12816,1
12817,1
12818,1
12819,1
12820,1
12821,1
12936,1
12939,1
12940,1
12943,1
12944,1
12945,1
12958,1
12959,1
12961,1
12962,1
12964,1
12965,1
12966,1
12967,1
12968,1
12969,1
13401,1
13402,1
13403,1
13404,1
13557,1
13558,1
13559,1
13560,1
13561,1
13562,1
13563,1
13564,1
13670,1
13671,1
13672,2
13675,1
13676,1
13677,2
13678,2
13679,1
13683,1
13684,1
13685,1
13686,1
13733,1
13734,1
13735,1
13736,1
13737,1
13745,1
13746,1
13747,1
13748,1
13749,1
14310,1
14311,1
14312,1
14313,1
14314,1
14483,1
14707,1
14708,1
14709,1
14722,1
14723,1
14771,1
14772,1
14773,1
14941,2
14942,2
14943,2
14944,2
14945,2
14946,2
14947,2
14948,2
14949,1
14950,1
15001,2
15002,1
15141,2
15142,2
15143,1
15144,1
15147,1
15148,1
15149,1
15150,3
15151,3
15152,1
15153,1
15154,1
15155,1
15482,1
15483,1
15484,1
15485,1
15486,1
15487,1
15707,1
15708,1
15709,1
15731,1
15732,1
15733,1
15734,1
15735,1
15736,1
15737,1
15738,1
15739,1
15744,1
15745,1
15746,1
15873,1
16003,1
16429,1
16430,1
16431,1
16432,1
16433,1
16434,1
16435,1
16438,1
16724,1
16725,1
16726,2
16727,2
16728,2
16729,2
16730,2
16731,2
16732,2
16733,2
16734,1
16735,1
16736,1
16737,1
16738,1
16835,1
16839,1
16840,2
16841,2
16842,2
16843,2
16844,2
16845,2
16846,2
16847,2
16848,2
16849,2
16850,2
16920,1
16921,1
16922,1
16982,1
16983,2
16984,2
16985,2
16986,4
16987,4
16988,4
16989,3
16990,2
16991,2
16992,2
16993,2
16994,2
16995,1
16996,1
16997,1
16998,1
17266,1
17267,1
17268,1
17269,1
17270,1
17271,1
17279,1
17514,1
17651,1
17652,1
17692,1
18040,1
18041,1
18042,2
18043,3
18044,3
18045,3
18046,3
18047,2
18048,3
18049,2
18050,1
18051,1
18717,1
18718,1
18719,1
18720,1
18721,1
18763,1
18764,1
18765,1
18903,1
18922,1
18932,1
18933,1
18935,1
18944,1
18945,1
18946,1
18947,1
18948,1
19133,1
19134,2
19135,2
19136,1
19137,2
19138,2
19139,2
19140,2
19141,2
19142,3
19143,3
19144,3
19145,2
19146,2
19147,2
19148,2
19149,1
19158,2
19159,1
19160,1
19161,1
19162,1
19163,1
19189,1
19190,1
19191,2
19192,2
19193,3
19194,3
19195,2
19196,2
19197,1
19198,1
19199,1
19200,1
19201,1
19202,1
19203,1
19204,1
19205,1
19394,1
19395,1
19396,1
19397,1
19398,1
19399,1
19400,1
19401,1
19446,1
19447,1
19448,1
19449,1
19450,1
19451,1
20053,2
20054,2
20055,1
20056,1
20057,1
20058,1
20059,1
20060,1
20061,1
20062,2
20063,2
20064,2
20065,3
20066,2
20067,1
20084,1
20194,1
20195,2
20196,2
20197,2
20198,2
20199,2
20200,2
20201,3
20202,3
20203,3
20204,3
20356,1
20357,1
20358,1
20359,1
20360,1
20387,2
20388,3
20389,3
20390,3
20391,3
20392,3
20393,2
20394,2
20395,2
20396,2
20397,2
20398,1
20399,1
20401,1
21155,1
21156,1
22562,1
22563,1
22911,1
22912,1
22913,1
22915,1
22916,1
22917,1
22918,1
22919,1
22920,1
23071,1
23072,1
23073,1
23081,1
23082,1
23083,1
23084,1
23085,1
23086,1
23087,1
23088,1
23089,1
23090,2
23091,2
23092,2
23292,1
23293,1
23294,1
23528,1
23529,1
23530,1
23531,1
23586,1
23587,1
23638,2
23639,2
23640,2
23641,2
23642,1
23643,1
23644,1
23645,1
23646,1
23647,1
23648,1
23885,1
23886,1
23887,1
23888,1
23889,1
23890,1
24279,1
